,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,id_mix
361,No,23,No,Entertainment,1.0,Low,5.0,Cat_2,D,F_460167
362,Yes,83,Yes,Executive,0.0,High,2.0,Cat_2,A,M_460168
363,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,C,F_460171
364,No,43,Yes,Artist,9.0,Low,4.0,Cat_6,C,F_460174
365,No,27,No,Artist,0.0,Low,5.0,Cat_2,A,F_460175
366,No,50,Yes,Artist,0.0,Low,1.0,Cat_6,B,M_460177
367,No,23,No,Entertainment,0.0,Low,6.0,Cat_2,D,F_460179
368,No,35,No,Entertainment,9.0,Low,2.0,Cat_6,D,M_460183
369,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,D,M_460185
370,No,42,Yes,Doctor,2.0,Low,3.0,Cat_6,C,F_460187
371,No,33,No,Entertainment,13.0,Low,1.0,Cat_6,A,M_460189
372,No,28,Yes,Entertainment,9.0,Low,3.0,Cat_6,D,F_460190
373,Yes,35,Yes,,1.0,Low,2.0,Cat_7,A,M_460192
374,No,35,Yes,Healthcare,9.0,Low,2.0,Cat_6,D,F_460196
375,Yes,39,Yes,Entertainment,0.0,Low,2.0,Cat_6,A,F_460206
376,Yes,28,,Artist,6.0,Low,1.0,Cat_6,A,M_460211
377,Yes,35,Yes,Entertainment,11.0,Low,6.0,Cat_6,A,M_460212
378,Yes,45,Yes,Engineer,0.0,Average,2.0,Cat_6,C,F_460214
379,,73,Yes,Lawyer,4.0,High,,Cat_6,A,F_460222
380,No,52,No,Entertainment,1.0,Low,1.0,Cat_6,A,M_460223
381,No,28,No,Healthcare,0.0,Low,3.0,Cat_6,A,M_460227
382,Yes,38,Yes,Healthcare,9.0,Low,3.0,Cat_6,A,M_460242
383,No,42,Yes,Entertainment,8.0,Low,1.0,Cat_6,C,F_460243
384,No,26,No,Doctor,9.0,Low,,Cat_6,B,F_460247
385,No,27,Yes,Healthcare,7.0,Low,2.0,Cat_6,B,F_460248
386,Yes,41,Yes,Artist,0.0,Low,2.0,Cat_6,B,M_460252
387,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,B,M_460263
388,Yes,47,Yes,Executive,0.0,High,4.0,Cat_6,D,M_460265
389,No,35,Yes,Doctor,8.0,Low,1.0,Cat_6,A,M_460270
390,No,88,Yes,Lawyer,0.0,Low,1.0,Cat_6,B,F_460272
391,No,46,Yes,Artist,6.0,Low,1.0,Cat_6,B,F_460275
392,Yes,41,Yes,Artist,3.0,Low,2.0,Cat_6,A,F_460276
393,No,30,Yes,Doctor,10.0,Low,5.0,Cat_6,B,F_460281
394,Yes,43,Yes,Doctor,12.0,Low,2.0,Cat_6,A,M_460283
395,No,29,Yes,Entertainment,9.0,Low,2.0,Cat_6,A,F_460284
396,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_6,B,M_460287
397,Yes,61,Yes,Artist,4.0,Average,6.0,Cat_4,B,F_460289
398,No,51,Yes,Lawyer,2.0,Low,1.0,Cat_6,B,F_460298
399,No,38,Yes,Artist,2.0,Low,1.0,,A,F_460303
400,,49,Yes,Entertainment,0.0,High,1.0,Cat_6,A,F_460305
401,No,43,Yes,Healthcare,9.0,Low,1.0,Cat_6,D,F_460306
402,No,27,No,Healthcare,14.0,Low,4.0,Cat_6,A,M_460310
403,No,35,No,Doctor,14.0,Low,6.0,Cat_7,A,F_460315
404,Yes,39,No,Doctor,4.0,Average,2.0,Cat_7,B,F_460319
405,Yes,52,No,Engineer,9.0,Low,,Cat_6,B,F_460322
406,No,38,Yes,Engineer,10.0,Low,1.0,Cat_6,B,F_460323
407,No,30,Yes,Entertainment,12.0,Low,2.0,Cat_6,D,F_460324
408,No,43,Yes,Artist,10.0,Low,1.0,Cat_6,D,F_460327
409,No,42,No,Entertainment,10.0,Low,4.0,Cat_6,D,F_460333
410,No,46,Yes,Artist,2.0,Low,1.0,Cat_7,B,F_460336
411,No,47,Yes,Artist,11.0,Low,2.0,Cat_6,B,F_460340
412,No,32,No,Entertainment,13.0,Low,5.0,Cat_7,B,F_460341
413,Yes,53,Yes,Artist,11.0,Average,2.0,Cat_6,D,F_460344
414,Yes,43,Yes,Artist,12.0,Average,,Cat_6,A,F_460346
415,No,39,Yes,Artist,0.0,Low,2.0,Cat_6,A,F_460348
416,,42,Yes,Artist,3.0,Average,2.0,Cat_6,A,M_460349
417,No,37,Yes,Artist,3.0,Low,1.0,Cat_3,B,F_460354
418,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D,M_460356
419,No,30,No,Marketing,1.0,Low,1.0,Cat_3,D,M_460358
420,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_4,A,F_460361
421,Yes,55,Yes,Healthcare,0.0,Low,3.0,Cat_4,B,M_460362
422,Yes,59,Yes,Doctor,1.0,Low,2.0,Cat_4,C,F_460365
423,Yes,46,Yes,Artist,,Low,2.0,Cat_6,C,F_460369
424,Yes,27,Yes,Executive,9.0,High,2.0,Cat_6,B,F_460370
425,No,25,Yes,Artist,1.0,Low,2.0,Cat_6,B,F_460371
426,No,37,Yes,Doctor,1.0,Low,1.0,Cat_6,B,F_460378
427,No,38,Yes,Artist,9.0,Low,3.0,Cat_6,A,M_460379
428,No,29,Yes,Entertainment,9.0,Low,3.0,Cat_6,D,M_460380
429,No,28,Yes,Artist,11.0,Low,2.0,Cat_6,A,M_460381
430,Yes,27,Yes,Marketing,8.0,Low,2.0,Cat_6,D,F_460384
431,No,42,No,Entertainment,3.0,Low,2.0,Cat_6,D,F_460387
432,No,43,Yes,Artist,14.0,Low,2.0,Cat_6,B,F_460388
433,Yes,40,Yes,Healthcare,8.0,Average,2.0,Cat_6,A,F_460389
434,No,41,Yes,Artist,9.0,Low,3.0,Cat_6,B,M_460390
435,Yes,46,No,Entertainment,8.0,Low,1.0,Cat_1,B,M_460392
436,No,32,Yes,Healthcare,9.0,Low,3.0,Cat_6,D,F_460394
437,No,56,Yes,Entertainment,1.0,Low,1.0,Cat_6,C,F_460397
438,No,28,Yes,Marketing,12.0,Low,1.0,Cat_6,A,M_460399
439,No,25,Yes,Artist,0.0,Low,3.0,Cat_7,A,F_460401
440,Yes,42,Yes,Artist,6.0,Low,7.0,Cat_6,C,M_460404
441,No,41,Yes,Entertainment,5.0,Low,2.0,Cat_6,C,F_460405
442,Yes,36,Yes,Healthcare,3.0,Low,2.0,Cat_6,C,M_460406
443,No,42,Yes,Artist,2.0,Low,1.0,Cat_6,A,F_460408
444,No,42,Yes,Artist,8.0,Low,4.0,Cat_6,C,F_460409
445,No,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,B,F_460415
446,Yes,52,Yes,Entertainment,1.0,High,,Cat_6,D,M_460422
447,No,47,Yes,Engineer,1.0,Low,1.0,Cat_6,A,F_460431
448,,57,Yes,Artist,2.0,High,3.0,Cat_6,B,M_460434
449,No,26,Yes,Artist,8.0,Low,1.0,Cat_6,D,F_460437
450,No,28,No,Artist,5.0,Low,2.0,Cat_6,B,F_460440
451,No,37,Yes,Doctor,0.0,Low,1.0,Cat_6,D,F_460443
452,,89,No,Lawyer,0.0,Low,1.0,Cat_3,D,M_460447
453,No,25,No,Marketing,2.0,Low,1.0,Cat_3,D,M_460449
454,Yes,50,Yes,Executive,1.0,High,4.0,Cat_4,C,M_460450
455,No,42,Yes,Doctor,5.0,Low,1.0,Cat_6,B,F_460453
456,No,48,Yes,Artist,,Low,1.0,Cat_6,C,M_460454
457,No,37,Yes,Entertainment,9.0,Low,,Cat_3,D,F_460457
458,No,30,No,Engineer,1.0,Low,5.0,Cat_3,D,F_460459
459,Yes,26,No,Entertainment,2.0,Low,4.0,Cat_3,A,M_460460
460,Yes,47,Yes,Artist,,Average,2.0,Cat_6,B,F_460467
461,No,36,No,Healthcare,,Low,4.0,Cat_4,D,M_460470
462,Yes,53,No,Doctor,,Average,4.0,Cat_3,A,M_460476
463,No,30,No,Entertainment,1.0,Low,6.0,Cat_3,A,M_460477
464,No,20,No,Healthcare,4.0,Low,7.0,Cat_3,D,F_460484
465,No,19,No,Marketing,8.0,Low,5.0,Cat_3,D,F_460485
466,No,19,No,Healthcare,9.0,Low,6.0,Cat_3,D,M_460489
467,No,37,No,Marketing,12.0,Low,,Cat_3,D,F_460492
468,No,20,No,Healthcare,0.0,Low,6.0,Cat_3,D,M_460495
469,,39,No,Executive,,Average,3.0,Cat_3,A,M_460504
470,No,26,Yes,Engineer,1.0,Low,3.0,Cat_3,D,F_460505
471,No,31,No,Doctor,0.0,Low,4.0,Cat_3,A,M_460507
472,Yes,31,Yes,Healthcare,2.0,High,3.0,Cat_3,A,M_460508
473,Yes,41,Yes,Engineer,9.0,Average,3.0,Cat_3,A,F_460518
474,Yes,32,No,Homemaker,,Average,2.0,Cat_4,D,F_460522
475,Yes,42,Yes,Homemaker,0.0,Average,3.0,Cat_3,D,F_460541
476,Yes,89,No,Lawyer,1.0,Low,,Cat_3,B,F_460542
477,Yes,78,No,Lawyer,1.0,High,3.0,Cat_3,B,M_460545
478,Yes,65,Yes,Lawyer,1.0,Low,2.0,Cat_3,D,F_460546
479,Yes,48,Yes,Homemaker,0.0,Average,,Cat_3,A,F_460547
480,No,36,Yes,Artist,8.0,Low,2.0,Cat_3,C,M_460549
481,Yes,55,Yes,Artist,0.0,Average,4.0,Cat_3,C,F_460550
482,Yes,52,Yes,Engineer,0.0,Average,2.0,Cat_3,B,M_460551
483,Yes,52,Yes,Homemaker,7.0,Average,3.0,Cat_3,D,M_460555
484,Yes,41,Yes,,1.0,Low,1.0,Cat_3,D,F_460556
485,Yes,36,Yes,Engineer,,Low,1.0,Cat_3,D,F_460558
486,No,37,No,Engineer,7.0,Low,1.0,Cat_3,C,F_460561
487,No,40,No,Healthcare,1.0,Low,2.0,Cat_1,A,F_460563
488,Yes,38,Yes,Homemaker,,Average,2.0,Cat_3,B,M_460566
489,No,25,No,Doctor,0.0,Low,3.0,Cat_3,B,M_460571
490,No,33,Yes,Engineer,1.0,Low,4.0,Cat_3,A,F_460572
491,No,26,Yes,Artist,1.0,Low,1.0,Cat_3,C,M_460574
492,No,28,No,Entertainment,0.0,Low,1.0,Cat_3,D,F_460582
493,No,18,No,Marketing,0.0,Low,6.0,Cat_3,B,M_460583
494,No,52,No,Entertainment,0.0,Low,3.0,Cat_3,A,M_460585
495,No,26,Yes,Healthcare,0.0,Low,2.0,Cat_3,D,M_460586
496,No,18,No,Healthcare,0.0,Low,4.0,Cat_3,D,M_460588
497,No,20,No,Marketing,1.0,Low,2.0,Cat_3,D,F_460597
498,Yes,36,Yes,Doctor,0.0,Average,3.0,Cat_3,B,F_460598
499,Yes,27,Yes,Doctor,8.0,Average,2.0,Cat_4,A,M_460605
500,No,21,No,Healthcare,,Low,5.0,Cat_7,D,M_460606
501,No,27,Yes,Entertainment,8.0,Low,4.0,Cat_3,D,M_460612
502,No,28,Yes,Healthcare,,Low,,Cat_3,D,F_460615
503,Yes,63,Yes,Lawyer,,Low,4.0,Cat_3,A,M_460618
504,No,48,Yes,Entertainment,,Low,,Cat_3,A,M_460619
505,Yes,80,Yes,Lawyer,1.0,Low,2.0,Cat_3,D,M_460621
506,Yes,71,Yes,Lawyer,7.0,High,3.0,Cat_3,C,F_460622
507,Yes,47,No,Doctor,8.0,High,4.0,Cat_6,D,M_460626
508,No,22,No,,1.0,Low,4.0,Cat_3,B,F_460627
509,Yes,35,Yes,,,High,2.0,Cat_3,C,M_460633
510,No,40,No,Entertainment,,Low,6.0,Cat_3,A,F_460634
511,No,18,No,Healthcare,,Low,,Cat_3,A,F_460637
512,No,26,Yes,Artist,0.0,Low,4.0,Cat_3,D,F_460638
513,Yes,73,Yes,Lawyer,,Low,5.0,Cat_1,A,F_460639
514,Yes,86,,Lawyer,,Low,1.0,Cat_3,C,M_460640
515,No,37,No,Doctor,1.0,Low,2.0,Cat_3,B,F_460645
516,Yes,59,Yes,Entertainment,,Low,,Cat_3,A,M_460646
517,No,28,No,Homemaker,8.0,Low,1.0,Cat_4,B,F_460653
518,Yes,29,Yes,Artist,9.0,Low,3.0,Cat_6,A,F_460656
519,Yes,37,Yes,Marketing,7.0,Average,3.0,Cat_6,D,F_460658
520,Yes,46,Yes,Marketing,,Average,3.0,Cat_6,A,F_460659
521,No,39,,Entertainment,6.0,Low,1.0,Cat_6,B,M_460660
522,No,33,No,Homemaker,8.0,Low,1.0,Cat_6,D,F_460661
523,No,32,Yes,Doctor,,Low,2.0,Cat_3,D,F_460668
524,No,32,No,Doctor,6.0,Low,2.0,Cat_3,A,F_460678
525,,25,No,Homemaker,8.0,Low,1.0,Cat_3,D,F_460686
526,Yes,48,Yes,Homemaker,9.0,Average,2.0,Cat_3,C,F_460687
527,No,27,No,Homemaker,8.0,Low,1.0,Cat_3,B,F_460691
528,No,49,Yes,Artist,1.0,Low,1.0,Cat_6,A,F_460702
529,Yes,33,Yes,Engineer,8.0,Average,5.0,Cat_4,A,F_460703
530,No,33,No,Engineer,7.0,Low,6.0,Cat_4,C,F_460706
531,Yes,39,Yes,Artist,0.0,Low,3.0,Cat_6,A,M_460708
532,Yes,50,Yes,Entertainment,0.0,Average,4.0,Cat_6,B,M_460716
533,Yes,84,Yes,Lawyer,0.0,Low,,Cat_3,A,F_460719
534,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,B,F_460720
535,Yes,31,No,Entertainment,0.0,Average,3.0,Cat_3,A,M_460722
536,Yes,57,Yes,Artist,3.0,Average,2.0,Cat_6,B,M_460726
537,Yes,73,No,Executive,1.0,High,4.0,Cat_3,B,M_460727
538,Yes,36,Yes,Entertainment,9.0,Low,4.0,Cat_6,A,M_460729
539,No,53,Yes,Marketing,2.0,Low,4.0,Cat_6,C,M_460733
540,Yes,41,Yes,Entertainment,9.0,Average,,Cat_2,B,M_460734
541,No,53,No,Engineer,0.0,Low,,Cat_7,B,F_460738
542,Yes,35,Yes,Artist,2.0,Average,3.0,Cat_6,C,M_460740
543,Yes,62,Yes,Artist,0.0,Average,3.0,Cat_6,C,M_460743
544,No,23,No,Marketing,0.0,Low,3.0,Cat_6,A,M_460746
545,No,51,Yes,Artist,1.0,Low,2.0,Cat_6,C,M_460763
546,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6,A,F_460769
547,No,26,Yes,Healthcare,0.0,Low,2.0,Cat_3,B,F_460780
548,Yes,86,Yes,Lawyer,1.0,Low,1.0,Cat_6,C,M_460783
549,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_7,D,M_460785
550,Yes,42,Yes,Executive,0.0,Low,3.0,Cat_6,D,M_460789
551,Yes,41,Yes,Homemaker,9.0,Low,1.0,Cat_6,A,F_460794
552,Yes,67,No,Lawyer,0.0,Low,3.0,Cat_6,B,M_460796
553,Yes,68,Yes,Lawyer,1.0,High,2.0,Cat_6,A,M_460802
554,Yes,45,No,Engineer,0.0,High,2.0,Cat_6,A,F_460811
555,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,A,F_460813
556,Yes,62,Yes,Artist,0.0,High,2.0,Cat_3,A,M_460815
557,Yes,42,Yes,Artist,1.0,Low,2.0,Cat_6,A,M_460822
558,No,26,Yes,Doctor,0.0,Low,3.0,Cat_4,C,M_460825
559,No,48,No,Entertainment,1.0,Low,1.0,Cat_6,C,M_460828
560,Yes,40,No,Entertainment,3.0,Average,5.0,Cat_2,B,M_460830
561,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,C,M_460831
562,No,25,Yes,Artist,1.0,Low,1.0,Cat_5,D,F_460837
563,No,37,Yes,Artist,1.0,Low,,Cat_6,D,M_460838
564,Yes,77,Yes,Lawyer,1.0,Low,1.0,Cat_6,D,M_460840
565,Yes,50,Yes,Healthcare,,Low,2.0,Cat_6,D,M_460844
566,No,22,No,Marketing,0.0,Low,4.0,Cat_6,D,F_460846
567,No,26,Yes,Artist,1.0,Low,3.0,Cat_6,A,M_460847
568,Yes,71,No,Doctor,0.0,Average,3.0,Cat_6,D,M_460851
569,Yes,50,Yes,Artist,,Low,2.0,Cat_6,A,M_460855
570,No,29,No,Entertainment,1.0,Low,1.0,Cat_4,D,M_460857
571,Yes,51,Yes,Entertainment,,Low,4.0,Cat_6,A,M_460859
572,Yes,52,Yes,Artist,6.0,Average,4.0,Cat_6,C,M_460860
573,No,20,No,Healthcare,1.0,Low,3.0,Cat_3,A,M_460861
574,No,26,Yes,Doctor,0.0,Low,9.0,Cat_4,B,M_460866
575,No,37,Yes,Healthcare,,Low,,Cat_4,C,M_460870
576,No,33,Yes,Healthcare,,Low,,Cat_6,B,F_460871
577,Yes,39,Yes,Artist,0.0,Low,2.0,Cat_4,B,F_460872
578,Yes,53,No,Artist,1.0,Average,5.0,Cat_6,B,F_460877
579,Yes,49,No,Entertainment,0.0,Average,4.0,Cat_6,D,M_460878
580,No,21,No,Healthcare,0.0,Low,2.0,Cat_3,D,M_460882
581,Yes,39,No,Homemaker,8.0,Low,1.0,Cat_6,B,M_460888
582,Yes,38,No,Artist,2.0,Average,4.0,Cat_3,B,F_460891
583,No,22,No,Healthcare,4.0,Low,4.0,Cat_6,B,M_460897
584,Yes,52,No,Artist,2.0,Average,4.0,Cat_6,D,M_460898
585,No,40,Yes,Entertainment,,Low,3.0,Cat_6,C,M_460899
586,No,20,No,Doctor,8.0,Low,3.0,Cat_6,A,M_460901
587,No,41,Yes,Executive,1.0,Low,3.0,Cat_6,D,M_460902
588,No,30,Yes,Artist,1.0,Low,1.0,Cat_3,A,M_460905
589,Yes,89,Yes,Lawyer,1.0,High,3.0,Cat_6,D,F_460906
590,Yes,83,No,Lawyer,1.0,High,3.0,Cat_6,A,M_460907
591,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,A,M_460923
592,No,31,No,Doctor,1.0,Low,5.0,Cat_2,D,M_460924
593,Yes,48,Yes,Artist,1.0,Average,4.0,Cat_6,C,M_460928
594,No,29,No,Doctor,0.0,Low,2.0,Cat_6,A,F_460934
595,Yes,87,Yes,Lawyer,0.0,Low,1.0,Cat_6,D,M_460935
596,No,19,No,Engineer,4.0,Low,7.0,Cat_6,A,M_460945
597,Yes,60,No,Entertainment,1.0,Low,2.0,Cat_6,B,M_460953
598,No,23,No,Healthcare,1.0,Low,2.0,Cat_3,D,M_460961
599,Yes,61,Yes,Executive,9.0,High,4.0,Cat_6,D,M_460962
600,No,27,Yes,Artist,1.0,Low,3.0,Cat_6,A,F_460963
601,Yes,32,No,Doctor,14.0,Average,2.0,Cat_3,D,M_460968
602,Yes,79,,Lawyer,0.0,High,2.0,Cat_6,C,M_460975
603,No,19,No,Healthcare,1.0,Low,4.0,Cat_6,D,M_460976
604,Yes,42,Yes,Executive,0.0,High,3.0,Cat_4,C,M_460977
605,Yes,76,No,Lawyer,1.0,Low,1.0,Cat_6,D,M_460979
606,Yes,41,No,Marketing,1.0,Average,2.0,Cat_6,D,F_460981
607,Yes,38,Yes,Entertainment,0.0,Average,4.0,Cat_6,D,M_460984
608,Yes,43,Yes,Entertainment,0.0,Average,3.0,Cat_4,B,M_460988
609,No,19,No,Healthcare,1.0,Low,3.0,Cat_1,D,M_460989
610,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_7,B,F_460991
611,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6,C,M_460993
612,No,28,Yes,Engineer,0.0,Low,3.0,Cat_3,C,M_460999
613,Yes,60,No,Marketing,1.0,High,2.0,Cat_3,A,M_461000
614,No,55,Yes,Artist,0.0,Low,,Cat_3,B,F_461001
615,Yes,35,Yes,Entertainment,1.0,Average,2.0,Cat_3,D,M_461015
616,No,25,No,Healthcare,5.0,Low,5.0,Cat_3,A,M_461016
617,Yes,71,Yes,Artist,1.0,Low,1.0,Cat_3,D,M_461022
618,Yes,65,No,Lawyer,,High,2.0,Cat_3,D,M_461023
619,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,B,M_461024
620,No,20,No,Healthcare,5.0,Low,4.0,Cat_4,D,F_461028
621,Yes,43,No,Entertainment,9.0,Low,2.0,Cat_4,B,M_461029
622,No,20,No,Marketing,3.0,Low,6.0,Cat_3,D,F_461034
623,Yes,40,Yes,Healthcare,,High,5.0,Cat_3,C,M_461037
624,Yes,46,Yes,Engineer,0.0,High,5.0,Cat_3,C,F_461038
625,Yes,65,No,Lawyer,1.0,High,7.0,Cat_3,A,F_461041
626,No,21,No,Healthcare,0.0,Low,,Cat_4,D,M_461042
627,Yes,50,No,Healthcare,1.0,Low,7.0,Cat_4,B,M_461043
628,No,18,No,Healthcare,0.0,Low,5.0,Cat_4,D,M_461044
629,Yes,61,Yes,Doctor,1.0,Low,7.0,Cat_7,A,F_461049
630,Yes,49,Yes,,1.0,High,3.0,Cat_6,C,M_461050
631,Yes,39,No,Executive,,High,4.0,Cat_3,D,M_461053
632,Yes,52,No,Lawyer,1.0,High,2.0,Cat_6,B,F_461059
633,Yes,56,Yes,Executive,0.0,High,5.0,Cat_6,C,M_461060
634,Yes,55,Yes,Executive,,Low,6.0,Cat_3,C,M_461065
635,Yes,42,No,Engineer,1.0,Average,5.0,Cat_3,A,M_461071
636,No,33,No,Homemaker,0.0,Low,6.0,Cat_3,D,F_461078
637,No,19,No,Healthcare,8.0,Low,4.0,Cat_1,A,M_461082
638,No,27,No,Engineer,1.0,Low,1.0,Cat_3,D,F_461085
639,Yes,38,Yes,Artist,1.0,Average,4.0,Cat_3,C,F_461093
640,No,38,No,Artist,1.0,Low,4.0,Cat_3,D,F_461099
641,Yes,43,Yes,Doctor,8.0,Low,1.0,Cat_6,B,F_461111
642,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_3,A,M_461114
643,Yes,33,No,Executive,4.0,High,4.0,Cat_3,B,M_461116
644,No,30,Yes,Healthcare,7.0,Low,,Cat_3,A,F_461118
645,No,22,No,Healthcare,6.0,Low,3.0,Cat_3,C,F_461119
646,No,33,No,Doctor,0.0,Low,4.0,Cat_3,B,M_461121
647,No,21,No,Healthcare,1.0,Low,8.0,Cat_4,D,M_461124
648,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,D,M_461127
649,No,19,No,Healthcare,7.0,Low,3.0,Cat_6,C,M_461128
650,Yes,58,Yes,Entertainment,1.0,Average,4.0,Cat_6,C,F_461129
651,Yes,67,Yes,Artist,1.0,High,,Cat_6,B,M_461131
652,Yes,36,Yes,Entertainment,1.0,Low,2.0,Cat_3,A,F_461145
653,No,30,No,Homemaker,8.0,Low,,Cat_3,A,F_461152
654,No,23,No,Homemaker,1.0,Low,4.0,Cat_3,A,M_461154
655,No,42,Yes,Entertainment,1.0,Low,,Cat_3,D,F_461158
656,No,37,No,Marketing,8.0,Low,3.0,Cat_3,A,F_461162
657,Yes,58,No,Entertainment,9.0,Low,4.0,Cat_3,C,F_461163
658,Yes,26,No,Engineer,7.0,Average,2.0,Cat_3,B,F_461168
659,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_3,B,M_461169
660,No,23,No,Marketing,,Low,4.0,Cat_3,A,F_461174
661,Yes,41,No,Executive,8.0,Average,4.0,Cat_1,A,M_461177
662,Yes,26,No,Entertainment,0.0,Low,3.0,Cat_3,D,M_461178
663,Yes,25,No,Engineer,3.0,Low,3.0,Cat_3,D,F_461179
664,No,19,No,Healthcare,,Low,4.0,Cat_3,D,M_461181
665,No,36,No,Executive,0.0,Low,5.0,Cat_3,A,M_461183
666,No,29,No,Healthcare,9.0,Low,4.0,Cat_3,A,M_461187
667,No,26,No,Marketing,1.0,Low,1.0,Cat_3,A,M_461197
668,No,78,Yes,Lawyer,,Low,1.0,Cat_6,C,F_461198
669,No,55,Yes,Artist,,Low,1.0,Cat_6,A,F_461201
670,No,26,Yes,Healthcare,,Low,3.0,Cat_2,D,M_461205
671,No,46,Yes,Entertainment,0.0,Low,1.0,Cat_6,C,F_461211
672,No,29,No,Healthcare,0.0,Low,4.0,Cat_6,D,M_461214
673,No,36,Yes,Artist,10.0,Low,1.0,Cat_6,B,F_461215
674,Yes,27,No,Executive,1.0,Low,6.0,Cat_6,D,M_461218
675,No,29,No,Executive,8.0,Low,3.0,Cat_6,C,F_461220
676,No,25,No,Marketing,1.0,Low,4.0,Cat_6,B,F_461221
677,No,30,No,Marketing,10.0,Low,6.0,Cat_6,A,F_461225
678,Yes,45,Yes,,1.0,Low,2.0,Cat_6,A,M_461226
679,No,21,No,Executive,0.0,Low,,Cat_3,A,F_461230
680,Yes,41,Yes,Executive,,High,,Cat_3,A,F_461232
681,Yes,38,Yes,Entertainment,,Low,,Cat_3,C,M_461233
682,No,28,Yes,Healthcare,9.0,Low,1.0,Cat_6,A,F_461236
683,No,33,Yes,Doctor,1.0,Low,5.0,Cat_2,A,M_461237
684,Yes,31,Yes,Healthcare,7.0,Low,2.0,Cat_6,A,M_461241
685,Yes,45,Yes,Healthcare,0.0,Low,2.0,Cat_6,A,M_461242
686,Yes,47,Yes,Marketing,0.0,Low,5.0,Cat_6,A,M_461243
687,No,39,No,Healthcare,0.0,Low,1.0,Cat_6,B,F_461248
688,No,47,Yes,Marketing,1.0,Low,,Cat_6,C,F_461251
689,Yes,53,Yes,Doctor,0.0,Low,1.0,Cat_3,D,F_461252
690,No,27,No,Doctor,1.0,Low,4.0,Cat_4,B,M_461256
691,Yes,37,Yes,Engineer,1.0,Average,2.0,Cat_4,D,M_461257
692,Yes,62,Yes,Artist,1.0,Average,3.0,Cat_4,B,F_461258
693,No,29,No,Engineer,0.0,Low,7.0,Cat_4,C,F_461262
694,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_4,B,F_461263
695,No,30,No,Marketing,1.0,Low,6.0,Cat_4,B,M_461265
696,No,18,No,Entertainment,0.0,Low,4.0,Cat_4,B,M_461269
697,Yes,87,Yes,Lawyer,,High,2.0,Cat_6,C,F_461274
698,Yes,68,Yes,Marketing,0.0,Low,2.0,Cat_7,B,M_461276
699,Yes,84,Yes,Lawyer,5.0,Low,1.0,Cat_6,D,M_461277
700,No,22,No,Healthcare,2.0,Low,9.0,Cat_2,D,M_461281
701,No,22,No,Doctor,2.0,Low,4.0,Cat_6,D,F_461286
702,No,21,No,Healthcare,1.0,Low,3.0,Cat_6,D,M_461289
703,Yes,89,No,Lawyer,,High,2.0,Cat_3,C,F_461292
704,Yes,73,No,Lawyer,0.0,High,2.0,Cat_6,B,M_461297
705,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,C,F_461299
706,No,20,No,Doctor,6.0,Low,4.0,Cat_2,A,F_461303
707,No,22,No,Healthcare,1.0,Low,2.0,Cat_6,D,M_461308
708,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D,F_461309
709,Yes,63,Yes,Artist,0.0,Average,,Cat_6,B,M_461313
710,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,D,M_461314
711,Yes,58,No,Artist,0.0,Average,2.0,Cat_6,B,M_461319
712,No,41,Yes,Artist,1.0,Low,3.0,Cat_6,B,F_461320
713,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,A,M_461322
714,Yes,43,Yes,Healthcare,6.0,Average,2.0,Cat_6,B,F_461323
715,No,49,Yes,Artist,3.0,Low,1.0,Cat_6,D,F_461324
716,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,A,F_461326
717,Yes,53,No,Executive,8.0,High,2.0,Cat_6,D,M_461335
718,Yes,36,Yes,Artist,4.0,Average,2.0,Cat_7,B,M_461340
719,Yes,50,Yes,Artist,8.0,Low,2.0,Cat_6,D,M_461346
720,Yes,42,Yes,Healthcare,1.0,Low,1.0,Cat_6,D,M_461348
721,No,30,No,Healthcare,0.0,Low,4.0,Cat_2,D,M_461350
722,No,29,No,Healthcare,2.0,Low,5.0,Cat_2,D,M_461352
